Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
43	-11.463897	11.230331	-1.4994521	-68.52919	-27.412262	26.617628	-2.282267	-93.390396	56.971428	168.9	171999	-4.4434676	5.9608445	5.3211627	-37.785812	4.273362	0.030020794	12592.168684244156
44	-11.529491	12.21847	-1.374897	-68.65965	-17.750402	20.227894	-2.716466	-75.99364	60.939392	95.8	175999	-4.5024724	6.207866	5.1048136	-42.614407	4.3425403	0.029528087	12992.329716682434
45	-13.581902	12.052119	-2.0806432	-43.435745	-10.816179	9.075478	-1.5842602	-26.494186	69.29825	46.0	179999	-4.6214986	6.4901743	3.9476008	-45.498604	4.464894	0.029997695	13393.967010259628
46	-11.440317	10.598964	-1.3963978	-48.635784	-11.808854	7.575024	-2.041205	-23.554451	53.88	53.5	183999	-4.6893816	6.58752	5.5030127	-47.588516	4.5314045	0.029918557	13796.973431110382
47	-16.59051	26.995316	-1.2780126	-205.6566	-9.334762	8.984208	-1.8844026	-26.805075	64.7541	36.8	187999	-4.6387315	6.5625677	7.141193	-51.55494	4.478242	0.029913666	14201.467261314392
48	-11.071631	9.026462	-1.8050773	-34.172825	-9.583656	6.681264	-2.731861	-23.174694	50.63291	43.4	191999	-4.614113	6.486831	6.8882766	-51.860703	4.4554815	0.031700592	14606.039675951004
49	-12.697647	10.290487	-1.4137015	-40.049957	-9.918032	6.796962	-3.4929245	-24.16375	56.21127	43.2	195999	-4.547765	6.3913	7.097789	-49.061848	4.392976	0.031698663	15011.996348619461
50	-11.322478	9.303942	-1.7833048	-41.913403	-15.93873	11.345327	-3.7368407	-46.453175	52.83117	69.9	199999	-4.5289745	6.404939	5.848286	-53.503605	4.3746486	0.03357566	15418.75653219223
51	-11.041602	9.120054	-2.1545985	-36.18761	-18.24924	11.008884	-2.2814758	-30.90547	48.168674	62.5	203999	-4.505371	6.3705807	5.612155	-52.99639	4.354426	0.030734755	15825.944971323013
52	-12.374415	8.994578	-2.3252504	-36.007973	-7.5569334	6.1186323	-1.8220655	-24.026546	52.19737	38.4	207999	-4.4444056	6.4115105	6.924915	-55.556187	4.294227	0.030890021	16235.38665676117
53	-13.980791	12.245978	-2.3499513	-80.800255	-9.268095	6.7819457	-3.1683936	-24.864681	61.136364	43.5	211999	-4.340791	6.4554276	5.4279075	-63.013103	4.1917725	0.030419575	16671.181213378906
54	-10.643537	7.6761665	-1.6596574	-28.044378	-11.548971	9.684698	-3.12788	-32.805717	49.45	51.7	215999	-4.349069	6.565413	4.944415	-66.38135	4.206077	0.029773192	17149.38818669319
55	-10.622655	7.976455	-1.5169065	-29.583204	-7.413787	5.577072	-2.5414777	-19.358147	47.42857	35.2	219999	-4.3416367	6.5108914	4.1782336	-62.985985	4.198485	0.03119349	17654.55908060074
56	-12.20441	11.47494	-1.891466	-67.18946	-9.845628	8.481959	-1.8049263	-30.191486	55.150684	44.9	223999	-4.307344	6.3650026	2.7063262	-59.008648	4.1623807	0.030706085	18079.93469452858
57	-13.330504	22.323708	-1.5207192	-186.32448	-5.966901	3.600441	-1.8997166	-15.050591	54.31081	31.2	227999	-4.240757	6.2942286	1.9051085	-55.930252	4.09391	0.030754281	18484.36269235611
58	-11.708406	15.478028	-1.2674774	-133.25684	-8.702874	4.9227176	-3.377948	-19.032393	48.69512	39.8	231999	-4.125127	6.01316	3.4144838	-53.540043	3.981386	0.030808497	18901.936897039413
59	-10.359835	8.489564	-1.9102108	-37.84093	-15.981921	7.719573	-4.769111	-27.931509	43.554348	64.2	235999	-4.1009326	5.773104	1.7125847	-47.80662	3.9608521	0.03086981	19315.5755982399
60	-11.59169	13.117945	-1.686126	-80.18996	-7.1912193	6.7138343	-1.7600117	-25.047802	54.621212	33.1	239999	-4.0301175	5.5971136	2.8140757	-43.691242	3.8903391	0.029660156	19743.42929172516
61	-10.057585	9.5633335	-1.9004301	-51.78378	-10.008362	9.233584	-2.0089674	-28.3808	48.296703	41.8	243999	-3.928225	5.4063783	1.8258867	-44.049156	3.7899048	0.029737866	20169.691348075867
62	-11.171601	9.360184	-1.32019	-34.762386	-11.8550825	9.162803	-2.3166006	-26.78436	50.848103	55.1	247999	-3.917599	5.303805	3.181318	-44.53839	3.7867446	0.03037178	20607.035331726074
63	-11.67946	9.08671	-1.3234307	-40.550507	-17.80549	13.387523	-2.6118646	-45.167458	50.46154	104.4	251999	-3.9870493	5.4412374	3.1054387	-42.64487	3.8572118	0.030573063	21095.851990938187
64	-10.520127	7.8613186	-1.4719557	-32.621895	-8.3057165	7.0599613	-2.0871913	-24.146376	48.07229	36.5	255999	-4.0488844	5.566751	3.910501	-46.18162	3.9241836	0.03086069	21536.458686351776
65	-10.475257	8.558199	-1.848491	-29.521914	-10.294375	16.13823	-1.943787	-58.38635	48.987015	73.5	259999	-4.138969	5.8040156	7.2053328	-48.30228	4.0157523	0.034728836	22003.228834867477
66	-10.993188	10.383712	-1.4996814	-63.69119	-20.871775	16.235046	-3.0011246	-62.884407	51.07143	81.7	263999	-4.159042	5.8237433	7.5686674	-48.21108	4.0331817	0.036359277	22472.427899360657
67	-10.085058	8.638663	-1.6893528	-34.144405	-12.852961	7.962148	-1.3973662	-23.19498	44.533333	53.0	267999	-4.1776032	5.8526998	4.919521	-48.88033	4.0553637	0.034305297	22949.86397767067
68	-11.422058	10.751429	-1.6945233	-68.051956	-12.384686	17.361544	-2.5184264	-61.75627	51.285713	78.6	271999	-4.2336726	5.970296	3.4293578	-50.13465	4.114155	0.03453347	23408.391097307205
69	-11.039224	10.850192	-1.7809206	-71.30166	-7.991748	10.308089	-1.8549773	-37.65549	50.06173	40.0	275999	-4.219022	5.9869018	5.8704276	-50.105747	4.095576	0.03577983	23843.035758256912
70	-11.778324	9.328062	-1.4906054	-43.44381	-15.976233	9.922351	-3.0616791	-28.283388	49.37037	57.9	279999	-4.1438217	6.013589	3.3028803	-52.46783	4.020038	0.034337305	24279.194840192795
71	-10.292841	8.360425	-1.6644365	-45.17736	-9.259076	6.233213	-2.4891782	-21.882027	45.88506	38.7	283999	-4.069365	6.0209723	3.5600545	-52.190464	3.9468899	0.03188697	24733.979565143585
72	-11.45157	9.870471	-1.7736064	-52.362595	-14.608447	16.533197	-3.6708934	-62.574005	52.18421	88.1	287999	-4.0048804	5.9611797	3.2223797	-52.176613	3.8822012	0.031248854	25210.841626882553
73	-11.827437	9.91547	-1.6248834	-40.82442	-14.155896	8.987326	-3.0092487	-27.633364	52.6	54.6	291999	-4.0113873	5.846901	2.8706477	-50.411957	3.8940554	0.03158337	25665.429599761963
74	-9.412405	7.7883615	-1.6511941	-35.94666	-6.9309716	8.260778	-1.8858485	-29.50727	41.540817	30.8	295999	-3.95393	5.801764	9.110093	-48.902203	3.82491	0.030210532	26109.01029062271
75	-10.872452	8.293772	-1.8205847	-31.517307	-17.2636	13.977591	-3.952906	-52.34886	44.533333	98.8	299999	-3.783181	5.736859	16.270447	-50.773335	3.6560562	0.031672075	26540.460995674133
76	-8.8379	6.797535	-1.4156361	-29.16937	-10.221732	7.2631598	-3.21233	-28.514982	39.70297	46.1	303999	-3.6078959	5.6361756	18.062061	-52.545902	3.4819846	0.031038666	26971.145337104797
