Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
97	-12.651235	7.86586	-1.9575737	-30.548166	-15.454964	11.00793	-2.7890797	-32.87793	49.95	53.4	387999	-4.2598042	5.572547	1.3841789	-88.91872	4.166089	0.037955005	18374.17763876915
98	-17.433632	28.030706	-2.2457347	-159.50673	-15.751032	7.2307267	-3.649261	-23.999813	67.51724	61.6	391999	-4.235289	5.54453	1.5824516	-90.26366	4.1392994	0.037301123	18592.810163736343
99	-12.377586	9.292932	-1.9909072	-36.229267	-11.957709	5.8661475	-3.6839426	-22.609024	50.45679	45.4	395999	-4.1838293	5.620766	1.5219917	-90.27017	4.0890975	0.03375617	18810.938166618347
100	-11.890437	8.361727	-2.1156986	-37.31645	-9.66632	7.2455745	-2.9014673	-25.805676	45.793102	38.7	399999	-4.16137	5.670827	1.612575	-84.638885	4.0660467	0.033509836	19031.031198501587
101	-12.708103	9.571658	-2.0568511	-36.510006	-11.845915	10.398042	-4.279296	-29.548414	47.66265	47.7	403999	-4.164232	5.69616	2.0907352	-73.17478	4.070051	0.032311764	19252.260960817337
102	-12.471752	9.000651	-2.0468454	-41.874313	-9.428923	6.500166	-2.0086412	-23.645613	46.31818	37.0	407999	-4.165672	5.697873	1.9840941	-69.77805	4.072635	0.032361824	19473.416925907135
103	-14.801044	14.140729	-2.386043	-105.446945	-13.189074	9.527632	-3.697627	-33.204617	54.958332	51.8	411999	-4.1198583	5.617204	1.9823309	-69.61957	4.021295	0.03332237	19693.51250720024
104	-12.849628	11.495998	-2.2543418	-76.00535	-7.0966644	3.1443694	-3.0843592	-11.799019	50.884617	30.7	415999	-3.9616373	5.4330564	4.9991508	-66.913414	3.8639183	0.03316029	19913.70480823517
105	-11.260713	8.346056	-1.8572248	-33.756508	-8.769824	3.44414	-2.9620178	-15.093337	42.65263	35.2	419999	-3.957131	5.340228	9.044914	-68.46353	3.8639126	0.031847745	20134.02939558029
106	-11.756002	8.518355	-1.72879	-30.208519	-9.1313	6.1063604	-2.502426	-23.46892	43.641304	35.3	423999	-3.9734337	5.3038435	8.647771	-65.62162	3.8821695	0.032035034	20358.89310979843
107	-12.262849	8.894074	-2.0274732	-32.329662	-11.694872	10.603234	-2.0505824	-32.50528	45.215908	43.0	427999	-4.040643	5.400941	10.683762	-63.55694	3.9504664	0.03421879	20580.53941130638
108	-12.869032	9.347962	-2.0754976	-39.42504	-10.215999	8.789604	-2.873663	-26.68656	47.058823	36.3	431999	-4.065022	5.4848123	9.456481	-65.41598	3.9778452	0.034415234	20801.124297380447
109	-12.117218	8.422471	-2.0478466	-31.719206	-13.856453	7.954422	-3.4080033	-27.37251	45.14607	48.4	435999	-4.167936	5.5581293	6.4916706	-67.7067	4.0814314	0.035786387	21021.438365459442
110	-12.641859	8.280569	-1.8693826	-31.10056	-9.346728	6.080913	-1.7866586	-18.441849	47.154762	40.1	439999	-4.1848836	5.5405803	4.523588	-72.24424	4.0965614	0.039209	21243.207656621933
111	-13.774699	11.44888	-1.7069845	-75.29013	-14.486334	9.386026	-2.8339226	-31.121101	53.52	51.1	443999	-4.176542	5.480242	4.045753	-74.07539	4.086702	0.042227287	21464.50285410881
112	-14.798646	11.195611	-2.3025243	-56.17172	-11.90798	9.817463	-2.376898	-30.054409	58.85294	45.6	447999	-4.0979214	5.3695464	5.465085	-75.61748	4.0028815	0.044126578	21690.001132011414
113	-19.376125	14.983349	-2.1015298	-74.6383	-19.335688	8.778572	-5.6012144	-35.027348	87.111115	86.5	451999	-4.0128126	5.257012	6.6443305	-74.0899	3.9205267	0.044625632	21913.248943567276
114	-16.58309	14.672487	-1.7156026	-101.14508	-15.976547	7.493067	-3.6214654	-25.906458	70.25862	61.3	455999	-4.0665765	5.2146974	12.686412	-70.28403	3.9754252	0.04689425	22135.142739772797
115	-12.472748	9.634982	-2.696125	-47.70677	-14.877436	10.492008	-2.2546015	-30.083668	48.707317	52.6	459999	-4.113263	5.406561	16.564474	-63.933678	4.0223317	0.04347491	22357.046055555344
116	-17.094748	27.394144	-2.729536	-227.77353	-13.095823	6.012658	-3.464958	-23.466515	60.19403	47.3	463999	-4.0282354	5.5748663	12.924397	-71.108444	3.9309282	0.041396633	22579.58816885948
117	-14.976646	26.256378	-2.4078379	-193.45164	-13.121564	9.844217	-3.256692	-28.3691	56.294117	45.0	467999	-3.9258418	5.553992	12.248595	-71.88611	3.833522	0.03641371	22801.69314789772
118	-19.831657	34.17684	-2.490993	-194.81296	-21.924946	29.022808	-3.5919697	-104.76986	72.13207	94.4	471999	-3.9613948	5.556483	13.138242	-74.120224	3.8725111	0.033183552	23025.807128190994
119	-16.442173	20.820276	-2.5988986	-136.01526	-14.435496	9.162126	-3.2113595	-31.182728	62.927536	50.7	475999	-3.9740694	5.6007743	10.958307	-75.73412	3.8838925	0.030479478	23248.560963869095
120	-11.30005	8.2742605	-2.3182063	-30.036188	-13.707332	8.641856	-2.0634463	-30.047382	42.731182	47.3	479999	-4.0052195	5.601683	5.1122665	-72.390236	3.9194908	0.030439949	23471.6600754261
121	-10.741606	7.899578	-2.1126475	-32.591194	-17.73693	11.493681	-3.16758	-41.391052	40.71717	67.3	483999	-4.0967617	5.746079	2.0581527	-74.88108	4.0130253	0.03291719	23693.85603070259
122	-10.072459	6.99801	-2.1256952	-29.556818	-12.137945	9.714518	-3.1408663	-28.724325	39.127453	44.6	487999	-4.1803613	5.7260303	1.928601	-74.71841	4.099205	0.03543669	23918.21354866028
123	-13.086493	8.765986	-2.7551382	-30.75686	-6.0641356	3.7017455	-2.738767	-15.774868	48.207317	26.1	491999	-4.174037	5.7007213	1.9243569	-80.4477	4.0857143	0.03538404	24143.88611650467
124	-11.671528	8.625844	-1.7461207	-30.259722	-11.730254	5.222194	-3.6815689	-19.234123	44.505493	49.8	495999	-4.154599	5.622977	1.9726614	-86.13277	4.0700965	0.037492998	24375.00685930252
125	-10.64303	7.4772882	-1.8361189	-30.304848	-12.037494	7.0807123	-3.634542	-26.591799	40.896908	48.1	499999	-4.137465	5.6580944	1.9326363	-88.473816	4.050127	0.03614882	24597.45577812195
126	-12.623816	13.598271	-1.7447243	-104.044266	-10.829832	8.893835	-3.0999262	-30.31065	50.02532	50.5	503999	-4.117995	5.636585	1.8649169	-99.26725	4.0306516	0.04009327	24820.00329184532
127	-14.692308	17.090187	-1.871114	-104.18044	-9.944085	6.938587	-3.268955	-24.257635	61.257576	42.0	507999	-4.0998015	5.6093063	4.058029	-98.65078	4.0143394	0.041158568	25042.68933415413
128	-13.903978	11.010477	-2.0490985	-73.6184	-13.917941	8.386591	-2.847276	-27.998133	55.49315	49.9	511999	-4.1388054	5.53496	2.887106	-100.1364	4.0548787	0.043142136	25266.623614549637
