Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
251	-32.005848	0.10644041	-31.957026	-32.528	54.04054	-12.557921	7.793185	1.4075619	-25.456182	1008000	0.0021190625	0.007123761	0.0	-0.0001557162	0.89656204	2.0742416e-08	2205.0009479522705
252	-31.989935	0.06721927	-31.961002	-32.55817	54.01351	-12.571442	7.7978287	1.2674319	-25.467169	1012000	-0.008547951	0.0026585592	0.0	-0.00013315561	0.8964819	7.033348e-09	2213.759046316147
253	-31.998228	0.08742916	-31.959038	-32.52166	54.027027	-12.559319	7.7961063	1.4014906	-25.45683	1016000	0.00031004334	0.0052049523	0.0	-5.013263e-05	0.896403	1.6689301e-09	2222.53834939003
254	-31.988987	0.06526833	-31.962774	-32.538635	54.01351	-12.564515	7.7964926	1.1337978	-25.46017	1020000	-0.023177737	0.0024361347	0.0	-4.3035485e-05	0.89633715	2.1457671e-09	2231.371840238571
255	-31.98673	0.062242042	-31.951101	-32.512463	54.01351	-12.556911	7.7994595	1.5715386	-25.454908	1024000	-0.09389023	0.003567891	0.0	-0.00023295567	0.89627475	1.0430813e-08	2240.1693947315216
256	-31.978971	0.010536477	-31.956234	-32.0069	54.0	-12.571266	7.792032	1.0185242	-25.45576	1028000	-0.011385047	0.0013690556	0.0	-0.00031978032	0.89618856	4.172325e-09	2248.940573692322
257	-31.986288	0.06537684	-31.956924	-32.538513	54.01351	-12.551907	7.796447	1.3872263	-25.447487	1032000	-0.009092493	0.0025256157	0.0	-9.386963e-05	0.8961099	1.5854836e-08	2257.7011506557465
258	-31.975754	0.009328841	-31.955633	-31.99344	54.0	-12.563178	7.7963653	1.0407015	-25.45404	1036000	-0.008427698	0.0009399085	0.0	-5.9641083e-05	0.8960353	2.7418137e-09	2266.4928612709045
259	-31.986279	0.06633962	-31.959639	-32.54615	54.01351	-12.556676	7.7957425	1.3768389	-25.444511	1040000	-0.05615893	0.002518016	0.0	-8.1168255e-05	0.89598036	-1.847744e-09	2275.2378039360046
260	-31.98324	0.0681201	-31.95213	-32.559925	54.01351	-12.550317	7.7986736	1.3199791	-25.453537	1044000	-0.023093726	0.0018277285	0.0	-0.00014484103	0.8959077	7.1525574e-10	2283.9991488456726
261	-31.973927	0.009119503	-31.953653	-32.01541	54.0	-12.562283	7.7933435	1.0289537	-25.454449	1048000	-0.034944844	0.0008326107	0.0	-5.9793645e-05	0.895837	-6.9141386e-09	2292.865397453308
262	-31.976229	0.008696605	-31.958807	-32.000717	54.0	-12.563329	7.793253	1.2071202	-25.445839	1052000	0.0034083251	0.0011302672	0.0	-8.275919e-05	0.895764	-1.34706495e-08	2301.672298669815
263	-31.973316	0.009731628	-31.95005	-31.9958	54.0	-12.556209	7.7954936	1.0576167	-25.450531	1056000	-0.031812806	0.0011674042	0.0	-4.1719526e-05	0.89570206	-1.7821788e-08	2310.41944026947
264	-31.980066	0.06867256	-31.95306	-32.561123	54.01351	-12.55201	7.796017	1.2684408	-25.44825	1060000	-0.026582215	0.0013624907	0.0	-6.486871e-05	0.8956315	1.4185906e-08	2319.206748008728
265	-31.977295	0.06867578	-31.94493	-32.558537	54.01351	-12.552671	7.794601	1.2124044	-25.452944	1064000	-0.0051259934	0.0016117226	0.0	0.00043363147	0.8955711	6.6757204e-09	2327.9642927646637
266	-31.968378	0.011256469	-31.939358	-31.99415	54.0	-12.587047	7.7839117	0.9828954	-25.461014	1068000	0.037344728	0.002215921	0.0	-0.001222452	0.89551586	9.536744e-10	2336.75462269783
267	-31.968023	0.009828237	-31.943325	-31.996859	54.0	-12.551173	7.7942495	1.0393709	-25.444717	1072000	-0.03193075	0.0009965431	0.0	-3.9504084e-05	0.8954848	-1.2695789e-08	2345.616204023361
268	-31.96581	0.010310445	-31.945143	-31.988224	54.0	-12.554455	7.79376	1.0299194	-25.446495	1076000	-0.005319619	0.0006714131	0.0	-4.06045e-05	0.8954508	1.0669232e-08	2354.3622522354126
269	-31.965445	0.010823004	-31.94332	-31.996977	54.0	-12.555756	7.793096	1.0621142	-25.445667	1080000	-0.014179846	0.0011078379	0.0	-5.096593e-05	0.8954283	1.6093255e-08	2363.136890888214
270	-31.959259	0.008596172	-31.936481	-31.983738	54.0	-12.545889	7.793626	1.0392302	-25.444109	1084000	-0.020915085	0.00045537244	0.0	-6.221107e-05	0.8954021	1.1146069e-08	2371.884138584137
271	-31.96175	0.011235872	-31.93923	-31.991482	54.0	-12.5541525	7.790072	1.0305605	-25.441101	1088000	0.00227314	0.0007132783	0.0	0.000105707324	0.8953766	3.2782554e-09	2380.6089289188385
272	-31.958704	0.011314688	-31.94076	-31.991295	54.0	-12.54007	7.7959204	1.0613157	-25.434538	1092000	-0.024014784	0.0010630918	0.0	-0.0001793942	0.89536107	5.841255e-09	2389.3403956890106
273	-31.96328	0.063249975	-31.935678	-32.497528	54.01351	-12.53986	7.7915974	1.3680674	-25.438147	1096000	-0.062381726	0.002440611	0.0	-0.00012721238	0.89533854	4.4703485e-09	2398.1436018943787
274	-31.952948	0.009843775	-31.932314	-31.988544	54.0	-12.552983	7.7917295	1.0691888	-25.443546	1100000	-0.035333883	0.0008817982	0.0	-0.00015374	0.8952998	2.9802323e-09	2406.8527925014496
275	-31.95304	0.011439466	-31.932161	-32.002872	54.0	-12.5552635	7.786678	1.0201133	-25.435831	1104000	-0.0802132	0.001036761	0.0	-0.00011157879	0.8952549	-1.5854836e-08	2415.595005750656
276	-31.95071	0.010275521	-31.929358	-31.976463	54.0	-12.547011	7.788836	1.08292	-25.434559	1108000	-0.015556563	0.000721005	0.0	-4.0723768e-05	0.89518374	-1.7881393e-09	2424.357745885849
277	-31.948595	0.00863204	-31.920458	-31.965683	54.0	-12.544654	7.790051	1.092	-25.432272	1112000	-0.019748904	0.0005518903	0.0	-3.5068952e-06	0.89511687	1.4305114e-08	2433.0776793956757
278	-31.94845	0.010215515	-31.921429	-31.974907	54.0	-12.543258	7.7901692	1.0445062	-25.430063	1116000	0.002698805	0.0006278385	0.0	-1.1019758e-05	0.89505315	2.8431415e-08	2441.8906905651093
279	-31.947672	0.010115799	-31.916985	-31.973852	54.0	-12.539935	7.7915053	1.0569049	-25.42967	1120000	0.005028641	0.0006679481	0.0	0.0020982425	0.8950005	1.847744e-09	2450.697591304779
280	-31.946003	0.011155836	-31.920984	-31.975649	54.0	-12.591791	7.773642	0.9868431	-25.457289	1124000	-0.027616216	0.0031598238	0.0	-0.0024433967	0.8949541	1.6748904e-08	2459.4265933036804
281	-31.940765	0.012642072	-31.9046	-31.975412	54.0	-12.540997	7.7874937	1.0654823	-25.431688	1128000	-0.02268088	0.00065284024	0.0	0.00015051232	0.89490354	-1.2814999e-08	2468.1643571853638
282	-31.941511	0.01193642	-31.921972	-31.982536	54.0	-12.5432625	7.7870383	1.0611727	-25.421417	1132000	0.012143903	0.00089089904	0.0	-2.477126e-05	0.8948505	-1.2755394e-08	2476.8762180805206
283	-31.939535	0.0116326	-31.88932	-31.978577	54.0	-12.541862	7.7883253	1.0504837	-25.42778	1136000	-0.00833796	0.0006258979	0.0	-2.0607025e-05	0.8948134	1.6689301e-09	2485.6373109817505
284	-31.939278	0.010725481	-31.919891	-31.967543	54.0	-12.540611	7.785115	1.0307987	-25.42641	1140000	0.025585739	0.0006299543	0.0	-6.962172e-05	0.89477956	-1.7523766e-08	2494.3487796783447
285	-31.936857	0.011734683	-31.901155	-31.9627	54.0	-12.539052	7.78835	1.0544424	-25.42445	1144000	-0.033823285	0.00043574398	0.0	-3.6764424e-05	0.89475954	8.46386e-09	2503.1273629665375
286	-31.935383	0.011688102	-31.88934	-31.965698	54.0	-12.543155	7.785516	1.0477804	-25.42382	1148000	-0.05495982	0.0005683019	0.0	0.0005449279	0.8947375	-2.938509e-08	2511.85582780838
287	-31.933575	0.010949716	-31.89711	-31.964445	54.0	-12.569312	7.7786303	1.0122027	-25.43754	1152000	-0.035300825	0.0015965832	0.0	-0.00092972297	0.8947001	6.9141386e-09	2520.577974319458
288	-31.931717	0.010957531	-31.908781	-31.971836	54.0	-12.537961	7.784146	1.1285745	-25.422836	1156000	-0.015111985	0.00062942924	0.0	-7.8187615e-05	0.8946533	6.556511e-09	2529.3402349948883
289	-31.929222	0.009122476	-31.908415	-31.954153	54.0	-12.54049	7.7849364	1.0419345	-25.422579	1160000	-0.009316265	0.0004049812	0.0	-3.346443e-05	0.8946068	-8.8214875e-09	2538.0994901657104
290	-31.927088	0.010716842	-31.898096	-31.948505	54.0	-12.54158	7.7816725	1.0415682	-25.420248	1164000	-0.058839522	0.0006484594	0.0	0.0018658875	0.8945653	-1.7881393e-09	2546.8490307331085
291	-31.926609	0.009946173	-31.896399	-31.957499	54.0	-12.583807	7.770042	0.9596273	-25.443586	1168000	-0.048929464	0.0027964474	0.0	-0.0023736013	0.8945049	4.23193e-09	2555.6472792625427
292	-31.925032	0.010644012	-31.901358	-31.953146	54.0	-12.537002	7.7836313	1.0444739	-25.417822	1172000	-0.009763714	0.0005504546	0.0	2.1650048e-05	0.89443475	3.7550927e-09	2564.430767774582
293	-31.922241	0.010428545	-31.879606	-31.948849	54.0	-12.532795	7.785344	1.055865	-25.410158	1176000	-0.028149052	0.0008537685	0.0	-8.8039786e-05	0.89437044	1.9073487e-09	2573.1577548980713
294	-31.91985	0.009918008	-31.893402	-31.940054	54.0	-12.5327635	7.780464	1.0794476	-25.414366	1180000	-0.06301471	0.00068212196	0.0	-8.937641e-05	0.89429784	3.8743018e-09	2581.905914068222
295	-31.920588	0.009269829	-31.893667	-31.942108	54.0	-12.532168	7.7828918	1.078875	-25.408318	1184000	-0.06011645	0.0004526605	0.0	-2.2706081e-05	0.89421517	2.6822091e-09	2590.670092344284
296	-31.920803	0.010858445	-31.89861	-31.95287	54.0	-12.534356	7.780729	1.0501343	-25.411066	1188000	-0.055376794	0.0005885475	0.0	-4.262314e-05	0.8941188	1.2159347e-08	2599.52588391304
297	-31.92141	0.062393703	-31.868515	-32.447437	54.01351	-12.5270605	7.783299	1.4915005	-25.411247	1192000	-0.012192599	0.0025881382	0.0	-0.00017504743	0.89401555	1.9133092e-08	2608.272931098938
298	-31.916075	0.008851821	-31.897224	-31.931877	54.0	-12.534832	7.781734	1.1485125	-25.409346	1196000	-0.052095853	0.0004808992	0.0	-4.877546e-05	0.89392334	-2.384186e-10	2617.122097492218
299	-31.910906	0.012013127	-31.868372	-31.939457	54.0	-12.5322695	7.780281	1.0551217	-25.406982	1200000	-0.035233725	0.00039336632	0.0	0.0008134759	0.89383054	8.34465e-09	2625.860251188278
300	-31.918331	0.061402675	-31.88529	-32.43562	54.01351	-12.496668	7.7874665	1.3378426	-25.383263	1204000	-0.048469476	0.0035206103	0.0	-0.001384726	0.89372915	-1.0371208e-08	2634.624737262726
301	-31.93679	0.12518308	-31.865822	-32.475655	54.054054	-12.516393	7.778083	1.4467508	-25.409384	1208000	-0.022000317	0.02510144	0.0	-0.000575386	0.8936291	-2.1457671e-09	2643.3531019687653
302	-31.91574	0.06117295	-31.870653	-32.42958	54.01351	-12.527435	7.778001	1.2588823	-25.405806	1212000	-0.035862893	0.002611672	0.0	-0.0003193966	0.8935257	-3.695488e-09	2652.160825252533
303	-31.920465	0.087233976	-31.867016	-32.44133	54.027027	-12.527297	7.7800727	1.5370711	-25.40941	1216000	-0.022182226	0.0053834734	0.0	-0.00014182273	0.89343613	-4.23193e-09	2661.0371675491333
304	-31.906834	0.011447064	-31.857828	-31.936867	54.0	-12.543203	7.776239	1.0305862	-25.411083	1220000	-0.048552405	0.00074273976	0.0	-0.00024011871	0.89334434	-1.6331672e-08	2669.7692487239838
305	-31.91989	0.089271	-31.883358	-32.4658	54.027027	-12.512612	7.7820168	1.451391	-25.400068	1224000	-0.044695023	0.0043452717	0.0	-0.00028489064	0.89324814	6.0796737e-09	2678.54864358902
306	-31.91182	0.062009327	-31.865404	-32.430016	54.01351	-12.534246	7.7771196	1.5041294	-25.408792	1228000	-0.037319522	0.0029456706	0.0	-7.334957e-05	0.89314497	-3.218651e-09	2687.286885023117
307	-31.919384	0.08766753	-31.860437	-32.443905	54.027027	-12.521	7.779867	1.400615	-25.402927	1232000	-0.035650898	0.004345468	0.0	-0.00010931818	0.8930417	8.2850455e-09	2696.046941280365
308	-31.905132	0.011211379	-31.868847	-31.936768	54.0	-12.540043	7.77681	1.0751116	-25.407541	1236000	0.00063378335	0.0005095791	0.0	-0.00018891471	0.8929401	8.46386e-09	2704.841598033905
309	-31.910862	0.061843082	-31.853073	-32.429974	54.01351	-12.519707	7.780881	1.5119551	-25.400404	1240000	-0.014247509	0.0027397727	0.0	-0.00014500204	0.8928427	-1.8894672e-08	2713.571619272232
310	-31.910315	0.060366828	-31.87769	-32.419907	54.01351	-12.527053	7.7786064	1.222494	-25.403395	1244000	-0.06787224	0.0023067202	0.0	5.255174e-05	0.8927526	1.9371509e-08	2722.3543877601624
311	-31.90341	0.008941903	-31.887053	-31.931856	54.0	-12.522977	7.778878	1.1118051	-25.396652	1248000	-0.032821972	0.00046768563	0.0	-0.00012724489	0.8926468	-5.4836273e-09	2731.1219098567963
312	-31.902752	0.01065249	-31.861816	-31.93092	54.0	-12.528164	7.7780585	1.053018	-25.397972	1252000	-0.029732518	0.00034657327	0.0	-3.8161204e-05	0.8925394	-1.001358e-08	2739.9946990013123
313	-31.907942	0.06314388	-31.860422	-32.437176	54.01351	-12.519625	7.779074	1.4147563	-25.397614	1256000	-0.012254535	0.0022022233	0.0	-6.310502e-05	0.8924376	7.629395e-09	2748.7524518966675
314	-31.91814	0.09267442	-31.88566	-32.481606	54.027027	-12.524856	7.7785306	1.4166225	-25.401213	1260000	-0.009480221	0.0022890663	0.0	2.9169023e-05	0.89234513	-2.861023e-09	2757.478398323059
315	-31.908564	0.061320964	-31.85427	-32.42476	54.01351	-12.511462	7.782601	1.4273429	-25.400902	1264000	-0.05575364	0.0025050903	0.0	-0.0002609454	0.89225686	7.7486035e-09	2766.2197802066803
316	-31.902727	0.011463594	-31.869324	-31.932415	54.0	-12.531285	7.776609	1.0463978	-25.40157	1268000	-0.04172538	0.00039130077	0.0	-3.9485196e-05	0.89215916	-5.7816507e-09	2775.038977622986
317	-31.903257	0.009111711	-31.882084	-31.928202	54.0	-12.528452	7.778613	1.078995	-25.39744	1272000	-0.06600916	0.0003671172	0.0	-2.8978102e-05	0.89205956	1.192093e-10	2783.8047139644623
318	-31.90148	0.009179605	-31.881182	-31.926083	54.0	-12.524852	7.7781606	1.055405	-25.398592	1276000	-0.037419457	0.00027447694	0.0	-3.016612e-06	0.8919517	-3.3974648e-09	2792.552915096283
319	-31.899418	0.014342457	-31.831305	-31.934696	54.0	-12.526584	7.7777762	1.0477885	-25.39899	1280000	-0.026765635	0.00026089928	0.0	2.625768e-05	0.89184153	1.5497208e-09	2801.368045568466
320	-31.899672	0.010829008	-31.863789	-31.934284	54.0	-12.519493	7.7791443	1.0647253	-25.390411	1284000	-0.018490948	0.00024935408	0.0	-2.9562274e-05	0.89173883	8.642673e-09	2810.125956058502
321	-31.900873	0.011527938	-31.849121	-31.93104	54.0	-12.531729	7.7756925	1.0451823	-25.39831	1288000	-0.032428388	0.0005145836	0.0	0.0008450135	0.8916278	-1.9073487e-09	2818.8733212947845
322	-31.899734	0.008894323	-31.875893	-31.921225	54.0	-12.503767	7.782097	1.0813639	-25.380957	1292000	-0.019428223	0.0007388617	0.0	-0.000515066	0.89152604	-8.404255e-09	2827.6266388893127
323	-31.89663	0.009165081	-31.876812	-31.92308	54.0	-12.52351	7.778419	1.064472	-25.396399	1296000	-0.033376195	0.00034555816	0.0	0.0004781934	0.8914261	-9.536744e-10	2836.3583261966705
324	-31.897583	0.00982869	-31.865276	-31.916618	54.0	-12.499732	7.7835803	1.105917	-25.37725	1300000	0.0007616396	0.0008721428	0.0	-0.00065158494	0.8913262	3.1590461e-09	2845.09375166893
325	-31.904844	0.06366405	-31.846598	-32.44121	54.01351	-12.514334	7.778074	1.4766582	-25.390865	1304000	-0.05183774	0.0020942087	0.0	-0.00011276896	0.8912353	-1.5854836e-08	2853.8175179958344
326	-31.899483	0.009249614	-31.873505	-31.92772	54.0	-12.531826	7.7758474	1.0350738	-25.398123	1308000	-0.08967108	0.0002750515	0.0	-4.9351802e-05	0.8911393	-1.3649464e-08	2862.624692440033
327	-31.897772	0.010081919	-31.86092	-31.918446	54.0	-12.524671	7.778122	1.0645086	-25.394484	1312000	-0.092353955	0.00028743886	0.0	1.2516364e-05	0.89102554	1.3411045e-08	2871.3592631816864
328	-31.902683	0.06187333	-31.864798	-32.423466	54.01351	-12.510926	7.779559	1.5353997	-25.38926	1316000	-0.052188545	0.002919501	0.0	-0.00020612846	0.89088815	1.6152859e-08	2880.1413230895996
329	-31.898537	0.009876009	-31.869892	-31.925085	54.0	-12.533302	7.7737846	1.0339416	-25.39684	1320000	-0.045699134	0.000309698	0.0	-8.3382634e-05	0.890748	-6.3180923e-09	2888.957526445389
330	-31.902027	0.063481025	-31.86438	-32.435196	54.01351	-12.519425	7.777684	1.4019827	-25.393595	1324000	-0.06335689	0.0027519115	0.0	0.00015055435	0.8906054	1.9252301e-08	2897.7121996879578
331	-31.896322	0.008982042	-31.873854	-31.919807	54.0	-12.52508	7.776046	1.0551875	-25.39139	1328000	-0.039282996	0.00031820635	0.0	-4.667716e-05	0.8904641	-3.4570693e-09	2906.582661628723
332	-31.894594	0.009301354	-31.854734	-31.918453	54.0	-12.523593	7.775429	1.0641475	-25.392012	1332000	-0.07407806	0.0002476699	0.0	0.0032144953	0.8903156	-8.5830685e-09	2915.5198669433594
333	-31.902561	0.06729781	-31.876276	-32.473022	54.01351	-12.578522	7.7622347	1.192877	-25.430428	1336000	0.017785145	0.004071858	0.0	-0.0031959459	0.8901578	-1.591444e-08	2924.3337857723236
334	-31.902018	0.06255479	-31.86264	-32.43195	54.01351	-12.514859	7.778939	1.4947463	-25.396385	1340000	-0.025496013	0.0027419825	0.0	-0.0001393978	0.8900275	-1.3530254e-08	2933.1241998672485
335	-31.910034	0.08861331	-31.858248	-32.443268	54.027027	-12.519598	7.7741556	1.5217628	-25.396803	1344000	-0.064835176	0.0051800804	0.0	0.0006685066	0.8898939	6.556511e-10	2941.899935722351
336	-31.899984	0.060649313	-31.857786	-32.411083	54.01351	-12.506601	7.781844	1.5117695	-25.386988	1348000	-0.07624824	0.002666343	0.0	-0.0003633378	0.88975847	2.5689602e-08	2950.680325269699
337	-31.920328	0.1208635	-31.868452	-32.434338	54.054054	-12.503229	7.7789173	1.6276876	-25.394697	1352000	-0.04174546	0.026825953	0.0	-0.0006907638	0.8896043	-1.2040139e-08	2959.41095662117
338	-31.90039	0.06314745	-31.868567	-32.433414	54.01351	-12.520084	7.776928	1.3987054	-25.392984	1356000	-0.033092655	0.002597333	0.0	-0.00016520545	0.8894553	5.066395e-09	2968.3319370746613
339	-31.914732	0.103623234	-31.862278	-32.421864	54.04054	-12.512632	7.7761884	1.5325884	-25.395021	1360000	-0.06924715	0.0069754664	0.0	-0.00036851736	0.88929975	7.510185e-09	2977.052259683609
340	-31.90652	0.08787009	-31.851048	-32.434082	54.027027	-12.530221	7.770614	1.3792729	-25.403559	1364000	-0.01315599	0.0038420958	0.0	-0.00022141635	0.88914233	-2.270937e-08	2985.794360637665
341	-31.915903	0.10767987	-31.857529	-32.452602	54.04054	-12.5163965	7.7765565	1.4957063	-25.3996	1368000	-0.03959091	0.006636144	0.0	-0.00040882593	0.8889974	1.6510487e-08	2994.799080848694
342	-31.89142	0.00869809	-31.862469	-31.907652	54.0	-12.540134	7.7728753	1.0369272	-25.403519	1372000	-0.053446956	0.0011723426	0.0	-0.00091158255	0.8888545	-1.7702579e-08	3003.5447940826416
343	-31.90141	0.065365635	-31.873037	-32.45548	54.01351	-12.518379	7.7759566	1.3473897	-25.389635	1376000	-0.061330453	0.0016617504	0.0	-6.665778e-05	0.8887116	-7.450581e-09	3012.3303174972534
344	-31.90139	0.062490195	-31.847078	-32.428146	54.01351	-12.519882	7.776732	1.383927	-25.395142	1380000	-0.05891427	0.002391891	0.0	-6.6806795e-05	0.8885629	3.1590461e-09	3021.280467748642
345	-31.892529	0.009517737	-31.864342	-31.919264	54.0	-12.528013	7.7755475	1.0462277	-25.396544	1384000	-0.012605652	0.00027481373	0.0	-5.58998e-05	0.8884099	6.198883e-09	3030.063007593155
346	-31.899725	0.06050161	-31.861723	-32.411198	54.01351	-12.516166	7.775939	1.5004718	-25.390467	1388000	-0.022512494	0.002595683	0.0	-7.6394994e-05	0.88826907	7.2717667e-09	3038.7855520248413
347	-31.894178	0.008706033	-31.866236	-31.915482	54.0	-12.527238	7.7749095	1.0448805	-25.394016	1392000	-0.042160925	0.00027998083	0.0	-8.425863e-05	0.8881294	6.9141386e-09	3047.5698578357697
348	-31.893099	0.009781337	-31.866713	-31.921917	54.0	-12.522165	7.7764983	1.0619555	-25.392624	1396000	-0.05348204	0.00017304972	0.0	3.0451163e-05	0.8879916	1.4901161e-09	3056.409516811371
349	-31.908894	0.0887576	-31.846716	-32.452873	54.027027	-12.506931	7.7779794	1.5033194	-25.385508	1400000	-0.09800456	0.004358438	0.0	-0.0005286492	0.8878549	1.2874604e-08	3065.1344957351685
350	-31.900965	0.0652432	-31.874733	-32.454575	54.01351	-12.530291	7.774529	1.3561553	-25.400187	1404000	-0.024032578	0.0016342867	0.0	-0.00022549473	0.8876968	5.543232e-09	3073.892523765564
351	-31.89407	0.008423487	-31.873707	-31.91424	54.0	-12.52898	7.7729297	1.030866	-25.398617	1408000	-0.03683085	0.0002697124	0.0	-7.019719e-05	0.8875391	5.6028364e-09	3082.621385574341
352	-31.908184	0.08717685	-31.868423	-32.44052	54.027027	-12.511885	7.7773767	1.4837803	-25.393295	1412000	-0.046016484	0.0047966777	0.0	-0.0005268706	0.8873922	4.172325e-09	3091.348507165909
353	-31.895683	0.00788271	-31.879349	-31.916136	54.0	-12.533854	7.7749724	1.0382876	-25.399094	1416000	-0.022590226	0.0006786081	0.0	-0.00047094864	0.8872415	-3.0398368e-09	3100.097937107086
354	-31.893782	0.008497246	-31.87385	-31.91485	54.0	-12.523096	7.7749968	1.0441087	-25.392635	1420000	-0.053312182	0.00038487767	0.0	-0.0001845401	0.88709795	-1.6450882e-08	3108.8471162319183
355	-31.894855	0.010575743	-31.858454	-31.925497	54.0	-12.523024	7.776719	1.0980383	-25.391861	1424000	-0.06043526	0.0001916219	0.0	-1.5225727e-05	0.8869491	9.834767e-09	3117.6138904094696
356	-31.901503	0.06195653	-31.85309	-32.423565	54.01351	-12.515769	7.7770863	1.5278352	-25.391504	1428000	-0.012411459	0.002644638	0.0	-0.00010176422	0.88679963	-1.6689301e-09	3126.4098024368286
357	-31.89295	0.012548392	-31.844294	-31.912304	54.0	-12.527793	7.7748046	1.0598843	-25.395731	1432000	-0.024670437	0.00025653842	0.0	-4.9156355e-05	0.88666046	-8.404255e-09	3135.157720565796
358	-31.892365	0.010409168	-31.855692	-31.909605	54.0	-12.524578	7.7750607	1.0628059	-25.390785	1436000	-0.018579556	0.00018329316	0.0	-1.1948112e-05	0.8865158	-2.360344e-08	3143.9083540439606
359	-31.896963	0.009452097	-31.874956	-31.922773	54.0	-12.524711	7.7752204	1.057354	-25.390593	1440000	-0.0677793	0.00021497521	0.0	-3.6398997e-06	0.88639134	-5.960465e-11	3152.6469683647156
360	-31.904396	0.06105749	-31.876993	-32.42099	54.01351	-12.5155	7.7779837	1.4159989	-25.391502	1444000	0.025151897	0.0018957196	0.0	-9.272795e-05	0.8862557	-1.0609627e-08	3161.387331008911
361	-31.894083	0.011387814	-31.846384	-31.91727	54.0	-12.529803	7.7763963	1.0606318	-25.399036	1448000	-0.04551636	0.00016976953	0.0	-4.0440107e-05	0.8861382	7.450581e-09	3170.127060174942
362	-31.900667	0.06348001	-31.861324	-32.4379	54.01351	-12.519604	7.7759366	1.3780301	-25.393055	1452000	-0.059571236	0.001618498	0.0	0.00017443195	0.88601893	1.3649464e-08	3179.079496383667
363	-31.907642	0.08866605	-31.856108	-32.460957	54.027027	-12.532746	7.7724686	1.4284966	-25.40724	1456000	-0.080901295	0.0036817465	0.0	-0.00017113192	0.88589305	1.45435335e-08	3187.878695011139
364	-31.908136	0.087910846	-31.862152	-32.442932	54.027027	-12.520983	7.7754364	1.5012089	-25.401852	1460000	-0.072638266	0.0047183568	0.0	-7.959455e-05	0.8857484	1.6272068e-08	3196.6328394412994
365	-31.900463	0.060775902	-31.86104	-32.41337	54.01351	-12.529174	7.7755685	1.4311861	-25.400745	1464000	-0.0057057883	0.0024667524	0.0	-7.247762e-05	0.8855967	-1.1265278e-08	3205.4217989444733
366	-31.894297	0.007723792	-31.875511	-31.919172	54.0	-12.531291	7.774175	1.0439075	-25.396528	1468000	-0.03750384	0.00025795988	0.0	-0.00010619163	0.8854568	1.0728836e-09	3214.2388854026794
367	-31.891985	0.0085003935	-31.856798	-31.90807	54.0	-12.523332	7.775374	1.0625515	-25.39106	1472000	-0.0775348	0.00019954427	0.0	0.00019263351	0.88532096	-1.7881394e-10	3223.0925583839417
368	-31.89262	0.009703649	-31.851439	-31.913515	54.0	-12.509701	7.7799835	1.1270448	-25.381731	1476000	-0.049389813	0.00032985717	0.0	-0.000143757	0.885172	-8.106232e-09	3231.828062772751
369	-31.90871	0.088524945	-31.860134	-32.439445	54.027027	-12.503681	7.778189	1.5151842	-25.383163	1480000	-0.03727698	0.0041607306	0.0	-0.0004470141	0.8850158	-1.4424324e-08	3240.8552145957947
370	-31.89239	0.010682671	-31.8387	-31.912563	54.0	-12.533684	7.772998	1.0223799	-25.400637	1484000	-0.08982925	0.00035787723	0.0	-0.00021154046	0.88486433	-1.3649464e-08	3249.662973880768
371	-31.901245	0.062494595	-31.875242	-32.429317	54.01351	-12.520669	7.7762437	1.525816	-25.390987	1488000	-0.021085091	0.0027817085	0.0	-1.7209211e-05	0.8847019	2.6822091e-09	3258.419025659561
372	-31.891388	0.008090655	-31.867018	-31.907328	54.0	-12.528486	7.7746058	1.0501592	-25.395838	1492000	-0.04325259	0.00018573916	0.0	-4.426892e-05	0.88454133	4.529953e-09	3267.1435413360596
373	-31.892595	0.0078362385	-31.872272	-31.912947	54.0	-12.5230055	7.7754674	1.051159	-25.390093	1496000	-0.0072075664	0.00017158859	0.0	-1.0328789e-05	0.88438445	7.390976e-09	3275.8753929138184
374	-31.8971	0.061201308	-31.847046	-32.413567	54.01351	-12.514757	7.776154	1.3478662	-25.38919	1500000	-0.08171653	0.0024295459	0.0	-8.164253e-05	0.88425016	-1.168251e-08	3284.6199674606323
375	-31.904799	0.08491847	-31.856705	-32.43398	54.027027	-12.519804	7.7753096	1.5132096	-25.39278	1504000	-0.033246007	0.0039371913	0.0	0.0009839418	0.8841032	1.66893e-08	3293.374984264374
376	-31.889503	0.0091559095	-31.856316	-31.910742	54.0	-12.496418	7.7823496	1.0754176	-25.37116	1508000	-0.02693699	0.00082787016	0.0	-0.00072274497	0.8839616	-4.351139e-09	3302.1331067085266
377	-31.89298	0.0086910995	-31.87799	-31.914907	54.0	-12.523309	7.7735457	1.065462	-25.387587	1512000	-0.108088024	0.00012742064	0.0	0.00039477122	0.88382095	-2.7418137e-09	3311.0038051605225
378	-31.890509	0.0077162166	-31.859354	-31.906721	54.0	-12.532468	7.7733774	1.0235174	-25.396086	1516000	-0.0458765	0.00023207688	0.0	-0.00011944776	0.8836628	2.5093556e-08	3319.7936391830444
