Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
37	-58.590233	92.06888	-12.323164	-644.9129	89.84091	-30.365667	16.408175	-23.195265	-68.923485	152000	0.046205964	224.11678	0.0	-6.553604	0.91641295	1.2695789e-08	1162.3144555091858
38	-49.729523	59.49347	-15.659106	-443.38312	77.734695	-27.50825	14.02298	-22.678413	-69.34044	156000	-0.019433597	211.01118	0.0	-6.1013794	0.9163923	-1.4305115e-09	1190.1313631534576
39	-57.96703	94.40468	-10.741966	-633.50574	92.06977	-27.63364	13.3300085	-20.861952	-68.28776	160000	-0.0024264613	309.75058	0.0	-144.68703	0.9163673	-1.6093255e-09	1217.3606312274933
40	-78.441505	169.34001	-12.26439	-794.0822	113.74286	-40.774014	22.782808	-14.216144	-68.98689	164000	-0.0112764165	383.4842	0.0	-147.6308	0.9163357	-5.841255e-09	1246.9508337974548
41	-38.457573	21.45698	-13.226622	-153.4327	64.36066	-24.460009	9.508949	-19.893608	-68.139854	168000	0.04829707	268.272	0.0	-93.641556	0.91631097	-5.364418e-10	1274.4035427570343
42	-50.41078	96.08926	-11.550994	-648.2025	75.02439	-36.440033	23.65593	-18.928614	-70.43969	172000	0.013485639	262.69305	0.0	-59.500412	0.91630447	-6.0200693e-09	1302.5515942573547
43	-42.99313	95.37818	-11.2294445	-759.1535	67.55932	-31.548746	21.566061	-19.758968	-72.2217	176000	-0.004754057	166.38461	0.0	-28.614365	0.9163077	-1.9669533e-09	1331.0225167274475
44	-44.729454	72.94694	-11.405482	-579.1503	69.82456	-27.203274	18.875336	-18.47257	-72.2045	180000	0.014366053	166.96553	0.0	-15.725571	0.916307	-1.0728836e-09	1359.4489743709564
45	-44.29919	91.54085	-9.899182	-715.1793	70.80357	-30.70041	22.758993	-17.77379	-72.29139	184000	-0.013725935	117.55367	0.0	-14.364395	0.9163154	-5.4240226e-09	1388.7645030021667
46	-34.802433	20.494968	-10.735134	-133.34958	58.441177	-19.013855	7.786517	-16.667473	-63.294704	188000	-0.0036472797	221.4963	0.0	-76.14731	0.91631573	-4.351139e-09	1416.2905049324036
47	-33.448795	24.491968	-8.266893	-192.88026	56.550724	-16.539213	0.033832796	-16.194258	-16.711004	192000	-0.011939526	176.54462	0.0	-6.1308136	0.9163141	-5.3048135e-09	1444.2930176258087
48	-41.171177	93.064156	-9.91712	-744.9799	65.416664	-27.7007	20.316607	-16.752207	-71.1052	196000	-0.016919235	189.69672	0.0	-47.589005	0.9163032	-2.2649764e-09	1471.8775143623352
49	-32.405567	24.823196	-10.350743	-161.10313	54.815384	-21.660173	14.324805	-16.653929	-72.18871	200000	-0.013735548	243.46887	0.0	-52.723053	0.9162878	-3.7550927e-09	1500.2776420116425
50	-29.41072	19.205908	-10.196323	-103.74631	50.012985	-18.574745	7.2075214	-16.51918	-68.72738	204000	-0.029609876	224.3489	0.0	-72.12091	0.9162692	-2.9802322e-10	1529.3670103549957
51	-39.253784	79.71566	-8.115964	-647.7934	62.234375	-17.040386	4.8247356	-14.616834	-57.69294	208000	0.028624387	722.3984	0.0	-528.1478	0.9162361	1.001358e-08	1557.5736796855927
52	-38.313946	84.961365	-9.232324	-691.0577	61.515625	-28.614687	22.001095	-16.590487	-72.84563	212000	-0.016311614	241.93243	0.0	-66.51341	0.9162196	9.477138e-09	1586.6100885868073
53	-25.701996	26.399918	-7.920366	-233.80559	44.0	-21.340435	14.670666	-16.636015	-73.30378	216000	0.013581081	237.8917	0.0	-104.38997	0.9161981	2.6822091e-09	1615.5512473583221
54	-36.79388	100.43354	-8.967694	-863.51294	57.142857	-22.705742	16.348888	-7.9826093	-66.813995	220000	-0.028342588	405.57355	0.0	-199.82236	0.9161847	-2.3245812e-09	1646.2248935699463
55	-22.500515	13.142292	-7.7023454	-88.56689	39.039604	-15.445603	4.2673264	-9.771468	-67.74032	224000	0.02026524	127.91383	0.0	-38.306465	0.9161584	2.5629998e-09	1676.0722370147705
56	-30.391157	83.1343	-7.3502226	-770.7948	48.585365	-24.576488	23.31178	-8.035308	-68.901535	228000	0.033430006	168.41505	0.0	-52.225754	0.91615033	-1.7881393e-09	1705.3289439678192
57	-26.942497	33.386963	-8.517176	-312.73434	44.91011	-12.837603	1.5303148	-10.070009	-49.35121	232000	0.051217284	398.6097	0.0	-263.78754	0.9161504	-4.9471853e-09	1736.4194107055664
58	-21.786829	11.344699	-7.805968	-64.4543	38.534653	-13.787377	0.7485442	-10.926943	-20.57585	236000	0.011886009	85.84564	0.0	-7.3256836	0.9161825	4.2915342e-09	1767.8828966617584
59	-33.854824	97.73715	-7.13319	-862.11743	49.39189	-26.02823	24.84814	-9.330241	-71.04233	240000	-0.017921835	413.53345	0.0	-119.48361	0.9162117	-5.185604e-09	1798.3651068210602
60	-20.128916	12.955985	-7.298477	-113.52628	35.589287	-15.401236	6.112043	-12.298983	-75.18278	244000	-0.008329651	152.5306	0.0	-66.563354	0.9162266	9.775162e-09	1829.4414517879486
61	-19.998564	11.45399	-7.79125	-64.10681	35.660713	-10.381614	0.261848	-8.693789	-10.926347	248000	-0.06410534	69.21378	0.0	-2.4525223	0.916242	-9.536744e-10	1861.4072968959808
62	-16.42538	8.822201	-7.1005964	-53.949398	29.397058	-10.212267	0.5363425	-8.82506	-11.096186	252000	-0.031573836	50.69405	0.0	-4.455761	0.9162277	-1.4901161e-09	1892.452022075653
63	-18.693485	12.204892	-6.3894515	-68.65335	33.61017	-8.719228	0.7209981	-7.8836184	-10.50174	256000	0.0062974226	72.67475	0.0	-2.6825562	0.9161963	-2.5629998e-09	1924.2079672813416
64	-16.649096	11.966394	-6.365823	-103.39417	30.067669	-10.990337	8.0218	-8.771234	-76.12848	260000	0.050811168	127.37747	0.0	-61.183266	0.91617185	2.3245812e-09	1956.3263874053955
65	-14.893815	8.375854	-7.062294	-41.306778	26.925676	-9.1159725	0.9056011	-8.094288	-12.725309	264000	-0.08435176	43.763313	0.0	-2.6095772	0.916176	-3.8146974e-09	1987.9921159744263
66	-14.033269	9.6215	-6.4377747	-77.26839	25.601307	-7.552171	1.4101952	-5.537273	-18.930416	268000	-0.022583378	61.65854	0.0	-0.9954262	0.916138	3.8146974e-09	2019.82799077034
67	-13.120197	7.369934	-6.649029	-51.064354	24.018183	-8.156043	0.83556837	-7.1655345	-9.817936	272000	-0.04357049	39.158142	0.0	-2.8237762	0.91609955	-5.9604643e-10	2051.61053109169
68	-13.685982	7.5565195	-5.8733196	-43.481735	24.925	-6.789624	1.6814005	-4.261276	-9.628395	276000	-0.068054646	35.921085	0.0	-0.9576912	0.9160433	-1.2397766e-08	2083.0714786052704
69	-13.351977	13.111074	-6.355335	-146.18158	24.447853	-6.7522707	1.7193174	-4.835756	-9.845574	280000	-0.057228357	115.60869	0.0	-19.635963	0.91596746	1.9073487e-09	2114.2278723716736
70	-15.597852	54.770203	-5.928794	-673.47833	27.034014	-4.231172	12.810984	44.517807	-14.5484705	284000	0.0031389613	1134.1477	0.0	-974.9264	0.91587615	-8.165836e-09	2145.940587282181
71	-11.095148	6.3189387	-5.8891745	-52.393772	20.592783	-7.297687	5.722929	-5.109092	-49.51721	288000	-0.019392828	58.970657	0.0	-30.600876	0.9157938	-8.3446505e-10	2177.2172746658325
72	-13.813334	48.4057	-5.807179	-630.04333	24.230303	-15.857841	19.473024	-4.465534	-64.30119	292000	-0.029921165	133.04619	0.0	-49.365433	0.91571474	-1.7881393e-09	2209.7111537456512
73	-11.976744	8.895521	-5.923892	-56.091263	22.284916	-6.954912	3.540112	-4.386593	-46.498672	296000	-0.057921316	62.53691	0.0	-11.799042	0.9156319	3.2782554e-09	2241.205818414688
74	-10.309758	7.434961	-5.3751783	-57.746758	19.478048	-6.90714	1.28964	-4.620616	-10.368298	300000	-0.08065357	41.342632	0.0	-1.7745705	0.9155296	-1.9669533e-09	2273.2145149707794
75	-9.412679	7.3355374	-5.2718487	-84.02872	17.883408	-6.231338	1.5411141	-3.7550104	-10.971719	304000	-0.037110344	42.412743	0.0	-2.8927193	0.91540504	-2.0861626e-09	2304.5082457065582
76	-9.194523	5.026546	-5.283054	-36.63612	17.436682	-5.459292	1.6995305	-3.065824	-14.983981	308000	-0.04115311	22.122133	0.0	-2.1753635	0.9152738	-7.092953e-09	2335.3780529499054
77	-8.479293	4.6853824	-5.2948895	-55.85698	16.278688	-4.748612	1.691614	-2.7030225	-9.582225	312000	-0.044082575	20.55871	0.0	-0.41493225	0.9151433	-1.6093255e-09	2366.5918443202972
78	-8.861274	6.0693154	-5.364715	-57.988445	17.072649	-4.6400294	1.7330081	-2.245273	-12.057289	316000	0.01799824	30.488396	0.0	-1.1261787	0.9150037	1.1324882e-09	2398.520215511322
79	-13.595051	55.69419	-5.214389	-722.7785	23.886227	-13.952862	16.465183	-2.19826	-61.9748	320000	-0.017817121	301.80573	0.0	-186.16318	0.91488934	2.9802322e-10	2431.5136647224426
80	-11.932332	50.809875	-5.3655615	-706.75183	21.132275	-20.947054	26.766531	-3.797244	-71.48737	324000	-0.010333788	77.69135	0.0	-26.196598	0.9147754	1.0728836e-09	2465.1979279518127
81	-10.049985	35.112988	-5.2437677	-536.8263	17.54386	-14.173014	22.922304	-3.1534376	-74.2703	328000	-0.014038884	64.80063	0.0	-16.4883	0.91467494	-4.23193e-09	2497.2290303707123
82	-11.526789	51.9438	-5.2002344	-735.4274	20.30457	-22.755877	30.889637	-2.7089698	-79.46987	332000	-0.024528325	71.83674	0.0	-23.290142	0.91457486	3.5762786e-09	2531.113123893738
83	-10.1081295	32.78206	-5.212715	-416.22845	17.012766	-15.499425	24.847145	-2.274836	-77.51266	336000	-0.03094236	96.15856	0.0	-39.96296	0.9144769	9.23872e-09	2562.803966999054
84	-7.132802	2.80541	-5.205944	-26.616262	14.077465	-4.8639393	5.5971212	-2.1614153	-63.184505	340000	-0.010171555	37.52686	0.0	-30.16256	0.9143735	3.5762787e-10	2593.814974308014
85	-7.550632	4.1198664	-5.2328925	-39.13529	14.88764	-3.7536645	3.8759575	-1.3605468	-61.66332	344000	-0.027076466	25.597383	0.0	-12.078094	0.91428286	-1.0490417e-08	2625.338095188141
86	-10.384801	43.366344	-5.203769	-631.5512	17.95673	-15.564818	25.370108	-1.1795065	-79.42767	348000	-0.049171485	285.2787	0.0	-193.34021	0.9141839	-1.9669534e-08	2657.664836883545
87	-9.333496	35.683758	-5.2367435	-563.76605	16.352459	-14.729982	25.197401	-1.95173	-80.02218	352000	-0.012245176	50.434734	0.0	-12.934608	0.91407293	-3.516674e-09	2688.5392348766327
88	-10.074021	48.95312	-5.239212	-738.65424	17.928251	-22.445782	32.838554	-1.9354303	-82.16137	356000	-0.025932826	35.366623	0.0	-12.250898	0.9139723	-1.3113022e-08	2721.0983731746674
89	-6.612772	2.461509	-5.219084	-34.310226	13.225165	-3.63213	3.7468703	-0.8047738	-48.423935	360000	-0.04131978	17.59386	0.0	-11.225437	0.9138763	-4.887581e-09	2751.9253792762756
90	-8.860063	27.392553	-5.197754	-439.37057	15.837301	-9.8703375	20.86567	-0.85752183	-75.33405	364000	-0.008828773	92.59189	0.0	-41.2785	0.9137684	1.591444e-08	2782.713040828705
91	-6.4058495	1.8407848	-5.1890054	-19.515322	12.836013	-3.984084	1.6609614	-2.3301506	-15.213008	368000	-0.025526516	5.8926435	0.0	-2.2169862	0.9136731	-6.6757204e-09	2813.3025794029236
92	-6.6497836	2.89021	-5.2302594	-29.273193	13.28	-2.90929	1.8827446	-1.0437458	-16.926867	372000	-0.07061351	8.617958	0.0	-1.0589075	0.9135677	-1.01923945e-08	2844.029085636139
93	-6.7232614	2.7690487	-5.1973705	-20.124134	13.387205	-3.0201488	1.9026629	-0.5952987	-8.628258	376000	-0.096182995	8.272546	0.0	-0.27325392	0.91344887	-1.4305115e-09	2874.6024882793427
94	-6.633038	3.3441763	-5.1977544	-39.109135	13.289037	-3.2723696	2.1412964	-0.6262675	-19.52065	380000	-0.04117499	11.525878	0.0	-1.2054281	0.91330373	2.9802323e-09	2905.1832830905914
95	-6.4523263	2.275427	-5.218486	-23.58758	12.951299	-3.0670948	1.977104	-0.3576209	-10.583062	384000	-0.058092665	5.2969556	0.0	-0.3141122	0.9131657	5.364418e-10	2935.9049170017242
96	-10.072382	49.562023	-5.2192035	-747.0162	17.892376	-21.17616	33.17809	-0.2232207	-81.73325	388000	-0.008976168	70.79015	0.0	-28.221138	0.91301733	-4.172325e-09	2965.8690338134766
97	-9.213367	45.369217	-5.2037888	-706.96497	16.80252	-21.059767	31.35596	-0.74100745	-77.774765	392000	-0.004475445	46.82196	0.0	-14.617172	0.91287905	-7.033348e-09	2996.9881176948547
98	-6.3861055	2.6637793	-5.1709733	-29.808853	12.870968	-3.5639558	4.498265	-0.034058154	-59.867054	396000	-0.032399543	22.743616	0.0	-16.172293	0.9127513	-7.56979e-09	3027.577559232712
99	-6.48538	2.9908497	-5.173661	-31.970943	13.052288	-2.894132	2.1305337	0.0124156475	-11.700809	400000	-0.06467943	8.059103	0.0	-0.28287172	0.9126239	4.6491624e-09	3058.048980951309
100	-6.0585136	1.8966476	-5.1886673	-27.173946	12.314815	-3.0217023	2.2731626	0.1544888	-12.07485	404000	-0.078604795	3.2436855	0.0	-0.66434526	0.91249055	4.6491624e-09	3088.7547068595886
101	-6.293757	2.6532423	-4.6644254	-31.955568	12.735669	-2.5409348	2.1831803	0.56995326	-10.153886	408000	-0.078913264	6.448707	0.0	-0.2488246	0.91233265	3.1590461e-09	3119.7657561302185
102	-6.140273	2.4819374	-4.6913505	-36.980896	12.448598	-2.7111878	2.079298	0.4969337	-9.57066	412000	-0.021317177	5.759773	0.0	-0.4494338	0.91216666	-3.0994416e-09	3150.3744785785675
103	-5.902369	1.0812064	-5.190976	-19.769234	12.033133	-2.5846386	2.0413513	0.46885777	-7.6126356	416000	-0.043651517	1.4466131	0.0	-0.29715323	0.9120063	5.960465e-11	3180.998778104782
104	-8.172393	34.094032	-5.1516	-559.1528	15.171103	-14.42688	26.306486	0.4999051	-72.265366	420000	0.015318573	139.59775	0.0	-44.79995	0.9118479	-1.192093e-10	3211.82200050354
105	-5.91567	1.7726249	-4.670328	-26.981224	12.078549	-3.0284302	5.0624967	1.1261616	-59.76064	424000	-0.046525277	21.265736	0.0	-18.285984	0.9117008	1.9609928e-08	3243.194736480713
106	-6.005383	1.9152774	-4.7106457	-22.536749	12.234657	-11.301596	22.112534	0.759297	-67.80399	428000	-0.02915956	97.5386	0.0	-53.02449	0.91155744	2.7418137e-09	3274.397053003311
107	-5.855292	1.5051265	-4.7069397	-19.928293	11.964072	-3.4547763	2.4806871	-1.9339626	-67.75088	432000	-0.0800759	8.532789	0.0	-5.8759727	0.91142166	-2.7418137e-09	3305.1861951351166
108	-5.749076	1.0116479	-4.685595	-19.719152	11.787611	-2.4325337	1.8318056	-0.49648482	-6.0229063	436000	-0.059945542	1.312799	0.0	-0.193923	0.9112683	6.0200693e-09	3335.9399285316467
109	-5.8774123	1.7127391	-4.7582703	-25.84421	12.003003	-2.363306	2.3079758	0.10117674	-45.471207	440000	-0.091595106	4.7372904	0.0	-1.7278612	0.91110253	8.761883e-09	3366.626460790634
110	-8.975991	47.341488	-4.7823377	-759.84515	15.810277	-17.962667	29.44727	0.17640197	-73.77349	444000	0.00514801	182.69025	0.0	-95.29516	0.91091925	-2.3841857e-09	3397.178670167923
111	-5.7889447	1.6866113	-4.641829	-20.708338	11.857567	-3.3253565	2.6573207	-0.96580034	-51.67949	448000	-0.095672145	8.039469	0.0	-4.7767262	0.91075563	3.8146974e-09	3427.6267716884613
112	-5.8479705	2.2986774	-4.684091	-39.115974	11.97006	-2.567809	2.7372663	0.080233335	-42.20848	452000	-0.054923333	8.600227	0.0	-3.530068	0.9105706	-1.0371208e-08	3458.45947933197
113	-5.5938916	0.62340975	-4.663202	-11.089168	11.527377	-2.4533458	1.8867064	0.6197809	-6.559068	456000	-0.08490153	0.6178479	0.0	-0.26681963	0.9103825	1.3709068e-09	3489.3141856193542
114	-5.6112943	0.59165716	-4.63232	-9.608677	11.557803	-2.093944	1.9820355	1.259545	-5.241969	460000	-0.09020444	0.31010327	0.0	-0.008912832	0.9101854	-1.3768673e-08	3519.8361299037933
115	-5.6130185	1.1975869	-4.6693025	-24.903744	11.576812	-2.1634362	2.0352516	1.3936601	-9.114313	464000	-0.08396826	1.5708838	0.0	-0.21369946	0.9099674	-7.7486035e-09	3550.433737039566
116	-5.6567783	1.4747114	-4.6420326	-22.89479	11.656863	-7.8231993	17.391085	0.9819147	-72.06201	468000	-0.09882341	68.533	0.0	-36.511856	0.9097465	-7.092953e-09	3581.0002479553223
117	-6.6633744	17.975409	-4.6659365	-320.41418	13.003258	-9.554671	20.506693	-0.044833362	-79.54144	472000	-0.07283724	63.273132	0.0	-32.63007	0.90951025	6.7949295e-09	3611.4123327732086
118	-5.5516534	0.7413747	-4.6524715	-16.4873	11.458453	-2.5696757	2.3088455	0.16936523	-49.841187	476000	0.010272692	2.8845463	0.0	-2.366708	0.909277	7.212162e-09	3641.8284912109375
119	-5.5166607	0.6056511	-4.669671	-10.127792	11.390313	-2.1374078	1.9732634	2.6930559	-5.353099	480000	-0.14613421	0.33622	0.0	-0.013109893	0.9090726	-7.510185e-09	3672.305535554886
120	-5.521252	0.5029832	-4.6856513	-8.902687	11.387465	-2.0389283	1.9995985	2.2172346	-5.2981753	484000	-0.092316605	0.2564692	0.0	-0.014547721	0.9088449	-3.218651e-09	3702.35080909729
121	-5.4859962	0.538983	-4.641248	-9.995533	11.338068	-2.0938945	1.9898843	5.0384483	-5.30539	488000	-0.10606625	0.29514962	0.0	-0.024234354	0.908598	-1.0669232e-08	3732.785147190094
122	-11.435103	67.52751	-4.650879	-945.0657	18.246574	-19.339214	24.824324	2.3199618	-73.81673	492000	-0.06657391	717.6445	0.0	-456.89423	0.9083506	-4.2915342e-09	3763.205505132675
123	-6.6198354	20.24359	-4.6711082	-361.68695	12.925567	-12.397925	25.330427	0.0111292	-79.90255	496000	-0.08721144	124.58971	0.0	-52.94275	0.90810484	-5.7816507e-09	3793.1326203346252
124	-5.476225	0.93915415	-4.65946	-19.743587	11.332386	-2.2455366	4.3817883	2.1786578	-66.701065	500000	-0.025766429	17.536419	0.0	-16.297297	0.9078442	-1.192093e-10	3823.507453918457
125	-5.505989	0.7863958	-4.642833	-13.800066	11.397142	-1.9647464	1.7159666	3.979375	-4.2083993	504000	-0.052298263	0.8076611	0.0	-0.2206837	0.9075994	-1.1920929e-08	3854.118332386017
126	-5.53702	1.0708169	-4.6438665	-18.903383	11.464164	-10.686373	21.231775	3.5213532	-63.055573	508000	-0.024444934	142.47885	0.0	-109.96334	0.90736157	-1.4901161e-09	3884.578807592392
127	-7.436252	33.70692	-4.6486025	-592.96106	13.174917	-12.617817	25.849577	1.0474992	-79.7863	512000	-0.024176573	81.88123	0.0	-38.22692	0.90713304	2.4437905e-09	3915.7701919078827
128	-5.4645243	0.7058936	-4.6447463	-11.701963	11.331445	-2.519377	2.0457	-0.047907174	-19.39774	516000	-0.020571897	1.6858556	0.0	-1.0918353	0.9069223	6.556511e-09	3946.2868146896362
129	-5.4360495	0.6276672	-4.6605573	-10.604754	11.27541	-13.640286	29.378971	0.5660602	-89.64137	520000	-0.026438152	37.792057	0.0	-23.199007	0.9067295	-4.768372e-10	3976.4665455818176
130	-5.4357843	0.84793615	-4.658499	-18.108448	11.285311	-2.6111064	4.5207925	0.8399829	-60.587917	524000	-0.033813037	16.26088	0.0	-15.325127	0.9065469	1.835823e-08	4007.1721580028534
131	-5.342857	0.35695764	-4.63496	-7.322128	11.105556	-2.0494518	1.9326857	0.8399852	-4.6775765	528000	-0.09176975	0.33234912	0.0	-0.06199208	0.9063747	1.07288365e-08	4037.108712911606
