Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-269.4703	71.63829	-109.316025	-343.2469	-228.75322	30.61841	-196.7757	-288.7953	500.0	500.0	3999	-3.8436854	1.8741082	0.07414788	-8.938783	3.7240655	0.0034296112	61.67451786994934
2	-227.30974	75.57607	-103.43264	-366.8537	-263.4122	76.00228	-158.08223	-385.3544	500.0	500.0	7999	-8.163897	2.6402206	0.17318083	-14.755551	7.840255	0.010220814	162.54862809181213
3	-231.52373	53.057888	-158.07346	-319.45206	-176.74445	17.533377	-143.61952	-213.2553	500.0	500.0	11999	-8.684192	4.048263	0.7871373	-17.674276	8.336034	0.009566229	240.88366270065308
4	-270.302	40.2488	-214.56755	-354.97476	-225.05786	40.29075	-158.07967	-286.92896	500.0	500.0	15999	-9.879921	5.084295	4.5333195	-22.372606	9.653145	0.011315186	319.7694664001465
5	-223.59035	32.447823	-176.02507	-268.1483	-202.37013	86.11356	-25.437952	-297.86496	500.0	426.4	19999	-12.039384	5.720036	2.4822457	-32.78036	11.799375	0.013810084	397.81944274902344
6	-211.5674	51.83104	-108.95592	-267.27545	-171.63358	83.393745	-22.178928	-283.6188	500.0	428.0	23999	-13.475385	6.731721	4.7960835	-39.488533	13.205986	0.017583916	475.4363281726837
7	-188.33603	76.86608	-70.86884	-323.97446	-130.80544	58.119698	-9.4284935	-218.01987	494.75	420.6	27999	-13.581396	6.9362626	6.6836305	-39.978874	13.25008	0.018841395	555.4300110340118
8	-146.2794	88.24968	-11.680419	-286.30548	-191.96219	60.208035	-113.19533	-287.02747	400.1111	500.0	31999	-12.862304	7.1355257	10.305409	-39.321796	12.5301895	0.023228303	635.5851106643677
9	-198.8027	81.4506	-76.7819	-312.33487	-227.54907	85.007416	-67.12174	-338.62228	474.44446	500.0	35999	-12.195289	7.5503774	9.892763	-45.265842	11.811139	0.02928421	717.3224382400513
10	-207.69786	66.06842	-93.6298	-302.74997	-156.27502	90.323654	-26.309483	-259.36526	500.0	452.8	39999	-9.720391	6.9576945	13.102154	-44.46803	9.287342	0.029799854	797.9546649456024
11	-136.46167	47.221054	-19.20904	-186.87462	-156.31953	12.663009	-121.7156	-169.90894	454.1111	490.6	43999	-9.361308	6.6923428	13.445353	-38.656235	9.058231	0.02102296	879.3848884105682
12	-96.51007	57.554474	-11.500023	-180.15845	-92.67293	32.694	-37.531338	-144.60815	374.2	461.6	47999	-9.841172	6.8557496	10.770232	-40.969368	9.561145	0.021057395	961.710232257843
13	-121.37249	26.627161	-78.222466	-168.9592	-97.50313	37.64268	-44.49288	-187.569	500.0	448.5	51999	-9.660888	7.0339413	8.532819	-43.874355	9.344128	0.021196581	1046.4011614322662
14	-82.84809	33.54485	-18.170828	-117.51468	-113.01113	53.412434	-19.193907	-218.74963	396.9	452.9	55999	-9.435769	6.836601	8.379141	-44.499416	9.151222	0.02092057	1133.153248310089
